,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_PaperlessBilling,account_Charges_Total,Cuentas_Diarias,internet_InternetService_DSL,internet_InternetService_Fiber optic,account_Contract_One year,account_Contract_Two year,account_PaymentMethod_Bank transfer (automatic),account_PaymentMethod_Credit card (automatic),account_PaymentMethod_Electronic check
1712,False,True,False,False,False,18,True,True,False,False,True,False,True,False,True,1633.0,2.9866666666666664,False,True,True,False,False,True,False
1713,True,True,False,False,False,22,True,True,True,False,False,False,False,False,True,1127.35,1.8150000000000002,True,False,False,False,False,False,True
1714,False,False,False,True,False,64,True,True,True,False,True,False,True,False,True,5948.7,3.1533333333333333,False,True,False,True,False,True,False
1715,False,False,False,True,True,22,False,False,False,True,False,False,True,False,False,849.9,1.3066666666666669,True,False,False,False,False,False,True
1716,False,True,True,True,False,38,True,True,False,True,True,False,True,True,True,4009.2,3.42,False,True,False,False,False,False,True
1717,False,True,False,False,False,5,True,False,False,False,False,False,False,False,False,109.8,0.675,False,False,False,False,False,False,False
1718,True,False,True,False,False,6,True,True,False,True,False,False,True,True,True,560.6,3.275,False,True,False,False,False,False,True
1719,True,True,False,False,False,1,True,False,False,False,False,False,False,False,True,70.3,2.3433333333333333,False,True,False,False,False,False,True
1720,False,True,False,True,False,18,True,True,False,True,False,False,False,False,False,1074.65,1.8933333333333333,True,False,False,False,False,True,False
1721,False,False,False,False,False,11,True,False,False,False,True,True,False,False,False,651.55,1.7933333333333332,True,False,True,False,True,False,False
1722,False,True,True,False,False,67,True,True,True,True,False,True,False,False,True,4250.1,2.1516666666666664,True,False,False,True,True,False,False
1723,False,True,True,False,False,67,True,True,False,False,True,False,True,True,True,6841.05,3.3800000000000003,False,True,False,False,False,True,False
1724,False,False,True,True,False,72,True,True,False,False,False,False,False,False,True,1937.4,0.8566666666666667,False,False,False,True,False,True,False
1725,False,False,False,False,False,47,True,False,True,False,False,False,False,False,False,3545.1,2.515,False,True,False,False,False,True,False
1726,False,False,True,False,False,54,True,True,False,True,False,True,True,False,False,3886.05,2.4033333333333333,True,False,True,False,False,False,False
1727,True,False,True,True,False,12,True,True,False,True,True,False,True,False,True,1060.2,3.27,False,True,False,False,False,False,True
1728,False,False,False,False,False,31,True,True,True,False,True,False,False,False,True,2613.4,2.825,False,True,False,False,False,True,False
1729,False,False,False,False,False,11,True,False,True,False,True,False,False,True,False,733.95,2.135,True,False,False,False,True,False,False
1730,True,False,True,False,False,40,False,False,True,True,False,False,True,True,True,2109.35,1.8599999999999999,True,False,False,False,False,False,True
1731,False,True,True,True,True,11,True,True,False,False,False,False,False,False,True,775.3,2.506666666666667,False,True,False,False,False,True,False
1732,True,True,False,False,False,5,True,True,False,False,True,False,True,False,True,452.7,3.0833333333333335,False,True,False,False,False,False,True
1733,False,True,False,False,False,1,True,False,False,False,False,False,False,False,True,19.75,0.6583333333333333,False,False,False,False,False,False,False
1734,False,False,False,True,True,20,True,False,False,False,False,False,False,False,False,395.6,0.6566666666666666,False,False,True,False,True,False,False
1735,False,True,False,True,True,8,True,False,False,False,False,False,False,False,False,169.75,0.6549999999999999,False,False,False,False,False,True,False
1736,False,True,False,False,False,1,True,False,False,False,False,True,False,False,True,74.3,2.4766666666666666,False,True,False,False,False,False,False
1737,False,False,True,False,False,72,True,True,False,True,True,True,True,True,False,7943.45,3.7216666666666667,False,True,False,True,False,False,True
1738,True,True,False,True,False,6,True,False,False,True,True,False,False,True,True,531.0,3.033333333333333,False,True,False,False,False,False,True
1739,True,True,True,True,False,40,True,True,True,False,False,False,True,True,False,4086.3,3.395,False,True,False,False,False,False,True
1740,False,False,False,True,False,23,True,True,False,False,False,True,True,True,True,1642.75,2.455,True,False,False,False,False,True,False
1741,False,True,False,False,False,30,True,True,True,True,True,True,False,False,True,2852.4,3.1666666666666665,False,True,False,False,False,True,False
1742,False,False,False,False,False,29,True,True,False,False,False,False,False,False,True,2215.25,2.533333333333333,False,True,False,False,False,True,False
1743,False,True,False,True,False,59,False,False,False,False,False,False,True,True,True,2666.75,1.4766666666666666,True,False,False,False,False,False,True
1744,True,True,True,True,False,41,True,True,True,False,True,False,False,False,True,3273.55,2.7916666666666665,False,True,False,False,True,False,False
1745,False,False,True,True,False,58,True,True,False,True,False,False,True,True,True,5458.8,3.26,False,True,True,False,True,False,False
1746,False,False,False,True,False,1,True,False,False,False,False,False,False,False,True,20.65,0.6883333333333332,False,False,False,False,False,False,False
1747,False,True,False,True,True,4,True,False,False,False,False,False,False,False,False,169.65,1.4933333333333332,True,False,False,False,False,False,True
1748,False,False,False,False,True,61,True,True,False,False,False,False,False,False,True,1498.35,0.8333333333333334,False,False,False,True,False,True,False
1749,True,True,False,False,False,10,True,False,False,False,False,False,False,False,True,740.0,2.3333333333333335,False,True,False,False,False,False,True
1750,False,False,False,False,False,39,True,False,True,False,False,False,False,False,True,1886.4,1.595,True,False,True,False,False,False,True
1751,True,False,False,True,True,31,True,False,False,False,False,False,False,False,True,658.95,0.6516666666666667,False,False,False,False,False,False,False
1752,True,False,False,True,False,2,False,False,False,False,False,False,False,True,True,68.75,1.1700000000000002,True,False,False,False,False,False,True
1753,False,True,False,True,False,31,True,True,False,False,True,True,True,True,True,2484.0,2.643333333333333,True,False,True,False,False,False,False
1754,True,True,False,False,False,4,False,False,False,False,False,False,True,True,True,174.3,1.4849999999999999,True,False,False,False,False,False,True
1755,False,False,False,False,False,33,True,True,True,False,False,False,False,True,True,2989.6,3.021666666666667,False,True,False,False,False,False,True
1756,False,False,False,False,True,4,True,False,False,False,False,False,False,False,True,84.75,0.6799999999999999,False,False,True,False,False,False,False
1757,False,False,False,True,True,32,True,False,True,True,True,True,False,True,False,2316.85,2.453333333333333,True,False,False,True,False,False,False
1758,False,False,True,True,False,72,True,True,False,True,True,True,True,True,True,7882.25,3.6933333333333334,False,True,False,True,False,True,False
1759,False,True,False,False,False,11,True,False,False,False,False,False,False,False,False,760.05,2.3400000000000003,False,True,False,False,False,False,True
1760,False,True,True,True,False,23,True,True,False,False,False,False,False,True,False,1975.85,2.893333333333333,False,True,False,False,False,False,True
1761,True,False,False,False,False,6,True,False,True,True,True,True,False,True,True,567.45,3.271666666666667,False,True,False,False,True,False,False
1762,True,False,True,True,False,1,True,False,False,False,False,False,False,False,True,69.55,2.3183333333333334,False,True,False,False,False,False,True
1763,False,True,False,False,False,15,True,True,False,True,False,True,False,True,False,1451.1,3.19,False,True,False,False,False,False,True
1764,True,True,False,False,True,47,True,False,False,False,False,False,False,False,False,1013.05,0.685,False,False,True,False,False,True,False
1765,False,True,False,True,False,72,True,True,False,False,False,False,False,False,False,1864.2,0.8583333333333333,False,False,False,True,False,True,False
1766,False,False,False,True,True,35,True,True,False,False,False,False,False,False,False,821.6,0.81,False,False,False,True,True,False,False
1767,False,True,False,True,True,50,True,True,False,False,True,False,False,False,False,2614.1,1.8299999999999998,True,False,True,False,True,False,False
1768,True,True,False,False,False,1,True,False,False,False,False,False,True,False,True,79.5,2.65,False,True,False,False,False,False,True
1769,True,False,True,False,False,2,True,True,False,False,False,False,False,False,True,158.4,2.515,False,True,False,False,False,False,False
1770,False,False,False,True,True,41,True,False,True,True,False,True,True,True,False,3126.45,2.615,True,False,False,True,False,False,True
1771,False,True,True,False,False,33,False,False,False,False,True,True,True,True,True,1803.7,1.82,True,False,False,False,False,False,True
1772,True,True,False,False,True,38,True,True,False,False,True,False,True,True,True,3777.15,3.308333333333333,False,True,False,False,True,False,False
1773,False,True,True,True,False,60,True,True,False,True,True,False,True,True,True,6339.45,3.478333333333333,False,True,True,False,False,False,True
1774,False,True,False,True,True,25,True,True,False,False,False,True,False,False,True,1466.1,1.8366666666666667,True,False,True,False,False,False,False
1775,False,False,False,True,True,0,True,False,False,False,False,False,False,False,False,,0.6666666666666666,False,False,False,True,False,False,False
1776,False,True,False,True,False,70,True,False,True,True,True,True,False,True,False,7085.5,3.3666666666666667,False,True,False,True,False,True,False
1777,False,True,False,True,False,60,True,True,True,False,True,True,True,True,True,6572.85,3.6483333333333334,False,True,False,False,True,False,False
1778,False,False,True,True,False,34,True,False,False,False,True,True,True,False,False,2106.3,2.14,True,False,True,False,True,False,False
1779,False,False,False,True,False,27,True,False,False,True,False,False,False,False,True,2093.4,2.5366666666666666,False,True,False,False,False,False,True
1780,False,False,False,False,False,60,True,False,False,False,False,False,False,False,False,1093.0,0.6866666666666668,False,False,False,True,False,False,False
1781,True,True,True,True,False,17,True,False,False,True,False,False,False,False,True,1233.4,2.5483333333333333,False,True,False,False,False,False,True
1782,True,False,False,True,False,71,True,True,False,False,False,False,True,True,True,6585.35,3.1233333333333335,False,True,False,True,True,False,False
1783,False,True,False,True,True,56,True,True,False,False,True,True,True,True,True,5873.75,3.44,False,True,False,True,False,False,True
1784,True,True,False,True,False,61,True,True,False,True,False,True,True,False,True,5638.3,3.1366666666666663,False,True,False,True,False,False,True
1785,False,True,False,True,True,15,False,False,True,False,False,False,False,False,True,469.65,1.0066666666666666,True,False,False,False,True,False,False
1786,False,False,False,True,False,70,False,False,True,True,True,True,True,True,False,4504.9,2.1516666666666664,True,False,False,True,True,False,False
1787,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,24.7,0.8233333333333334,True,False,False,False,False,False,False
1788,False,True,False,True,True,42,True,False,True,False,False,True,False,True,False,2763.35,2.1233333333333335,True,False,True,False,False,True,False
1789,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,19.95,0.6649999999999999,False,False,False,False,False,True,False
1790,False,False,True,False,False,2,True,True,False,False,False,False,False,True,True,186.05,2.8016666666666667,False,True,False,False,False,False,True
1791,False,True,False,True,False,72,True,False,False,False,False,False,False,False,False,1492.1,0.69,False,False,False,True,True,False,False
1792,False,True,False,True,False,52,True,False,True,True,False,False,True,True,True,3865.45,2.5133333333333336,True,False,True,False,False,False,False
1793,False,False,False,True,True,57,True,False,True,True,False,False,False,False,False,3053.0,1.7816666666666667,True,False,True,False,False,False,True
1794,False,True,False,False,False,7,True,False,False,False,False,False,False,False,False,128.6,0.65,False,False,True,False,False,False,False
1795,True,True,True,True,False,7,True,True,False,False,False,False,False,False,True,533.05,2.5133333333333336,False,True,False,False,False,False,True
1796,False,True,False,False,False,47,True,True,True,True,False,False,True,False,False,4535.85,3.1599999999999997,False,True,True,False,True,False,False
1797,False,False,False,False,False,65,True,True,False,True,False,True,True,True,True,6744.25,3.5016666666666665,False,True,True,False,True,False,False
1798,False,False,False,True,True,72,True,True,False,False,False,False,False,False,True,1623.15,0.7766666666666667,False,False,True,False,True,False,False
1799,False,True,False,False,False,68,True,True,False,False,False,False,False,False,True,1498.85,0.8049999999999999,False,False,False,True,True,False,False
1800,True,True,False,False,False,1,True,True,False,False,False,False,False,False,True,24.05,0.8016666666666666,False,False,False,False,False,False,False
1801,True,True,False,False,False,4,True,False,False,False,False,False,False,False,True,237.95,2.3400000000000003,False,True,False,False,False,False,True
1802,True,False,False,True,False,37,True,True,False,False,True,False,True,True,True,3762.0,3.316666666666667,False,True,False,False,False,False,True
1803,False,False,False,False,False,72,True,False,False,False,False,False,False,False,True,1419.4,0.705,False,False,False,True,True,False,False
1804,False,True,True,True,False,48,True,True,False,False,True,False,False,True,True,4370.75,3.0349999999999997,False,True,False,False,False,True,False
1805,True,False,False,False,False,35,True,False,False,False,True,True,True,True,True,3532.0,3.308333333333333,False,True,True,False,False,False,True
1806,True,False,False,True,True,7,True,False,False,False,False,False,False,False,True,506.9,2.3,False,True,False,False,False,False,True
1807,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,19.55,0.6516666666666667,False,False,False,False,False,True,False
1808,False,True,False,True,True,35,True,True,False,False,False,True,True,True,True,2661.1,2.4483333333333333,True,False,True,False,True,False,False
1809,False,True,False,False,False,44,True,False,False,False,True,True,True,True,False,4378.35,3.3366666666666664,False,True,False,True,True,False,False
1810,False,False,False,True,False,37,False,False,True,False,False,True,True,False,False,1593.1,1.5133333333333332,True,False,False,True,False,False,True
1811,False,False,False,True,True,65,True,False,True,True,True,False,False,False,False,3874.1,2.045,True,False,True,False,True,False,False
1812,False,False,False,True,True,59,True,True,True,True,False,True,False,False,False,3801.3,2.183333333333333,True,False,True,False,False,False,False
1813,False,False,False,False,False,22,False,False,False,False,True,False,True,True,True,1073.3,1.6866666666666668,True,False,False,False,False,False,True
1814,False,True,False,False,True,1,True,False,True,True,False,True,False,True,True,70.45,2.3483333333333336,True,False,False,False,True,False,False
1815,False,True,False,True,False,54,False,False,False,True,False,False,False,False,False,1621.35,1.0133333333333332,True,False,False,False,False,False,True
1816,False,True,False,False,False,44,True,True,True,True,True,False,True,True,True,4915.15,3.716666666666667,False,True,False,False,False,False,True
1817,False,False,False,True,True,6,True,False,False,False,False,False,False,False,False,100.35,0.67,False,False,False,True,False,False,False
1818,False,False,False,False,False,50,True,False,False,False,False,False,False,False,False,989.05,0.6583333333333333,False,False,True,False,True,False,False
1819,False,True,False,False,False,13,True,False,False,False,False,False,False,False,False,259.65,0.6433333333333333,False,False,True,False,False,True,False
1820,True,True,False,False,False,3,False,False,False,False,False,False,False,False,False,66.95,0.825,True,False,False,False,False,False,True
1821,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,20.35,0.6783333333333333,False,False,False,False,False,False,False
1822,False,True,False,False,True,27,True,False,False,False,False,False,False,False,False,509.3,0.6566666666666666,False,False,False,True,False,True,False
1823,False,True,False,True,True,71,True,False,True,True,True,True,True,True,False,7782.85,3.643333333333333,False,True,False,True,False,True,False
1824,False,True,False,True,False,14,True,False,False,False,False,False,False,False,False,641.25,1.4866666666666668,True,False,True,False,False,False,True
1825,True,True,True,False,False,39,True,True,False,False,False,False,True,True,True,3759.05,3.1883333333333335,False,True,False,False,True,False,False
1826,False,True,False,False,False,31,True,False,False,True,True,False,True,True,True,3143.65,3.3800000000000003,False,True,False,False,False,False,True
1827,False,False,False,True,False,20,True,False,True,True,False,True,True,False,True,1901.65,3.2183333333333333,False,True,False,False,False,False,True
1828,False,False,False,False,False,12,True,False,False,False,False,False,False,False,False,540.95,1.46,True,False,False,False,True,False,False
1829,False,True,False,False,True,40,False,False,True,True,False,True,False,False,False,1564.05,1.3416666666666666,True,False,True,False,False,False,False
1830,True,True,False,False,False,6,False,False,False,True,False,False,False,False,True,208.7,1.0166666666666666,True,False,False,False,False,True,False
1831,False,True,False,True,True,72,True,False,False,False,False,False,False,False,True,1414.65,0.66,False,False,False,True,False,True,False
1832,False,True,False,False,False,1,True,False,False,False,False,True,False,False,False,49.0,1.6333333333333333,True,False,False,False,False,True,False
1833,True,False,False,False,False,4,True,False,False,False,False,False,False,False,True,266.9,2.335,False,True,False,False,False,True,False
1834,True,False,False,False,False,1,True,True,False,False,False,False,False,False,True,77.15,2.5716666666666668,False,True,False,False,False,False,True
1835,False,True,False,True,False,64,True,True,False,True,True,True,True,False,True,4818.8,2.5366666666666666,True,False,False,True,True,False,False
1836,True,False,False,False,False,12,True,True,False,False,True,False,True,True,True,1164.3,3.3383333333333334,False,True,False,False,True,False,False
1837,True,True,False,False,False,4,True,False,False,False,False,False,True,False,True,340.85,2.7,False,True,False,False,False,False,True
1838,False,True,True,True,False,71,True,True,True,True,True,False,True,True,True,7713.55,3.5833333333333335,False,True,False,False,False,False,True
1839,False,True,False,False,False,64,True,False,False,False,False,False,False,False,False,1240.15,0.6516666666666667,False,False,False,True,False,False,False
1840,False,True,False,True,False,33,True,True,True,True,True,False,True,False,True,2447.45,2.425,True,False,False,False,True,False,False
1841,True,False,False,False,False,1,True,False,False,False,False,False,False,False,True,70.15,2.3383333333333334,False,True,False,False,False,False,False
1842,False,False,False,True,False,3,True,False,False,False,False,False,False,False,False,72.0,0.6950000000000001,False,False,False,False,False,False,False
1843,False,False,False,True,False,70,True,True,False,False,True,False,True,True,True,7069.3,3.3916666666666666,False,True,True,False,False,False,True
1844,False,False,False,True,False,51,False,False,False,True,False,False,True,True,True,2553.35,1.655,True,False,False,False,False,False,True
1845,True,True,False,True,True,4,True,True,False,False,False,False,False,False,True,225.6,1.6966666666666665,True,False,False,False,False,False,True
1846,False,True,False,True,True,67,True,False,False,False,False,False,False,False,True,1284.2,0.6466666666666666,False,False,False,True,False,True,False
1847,False,False,False,True,True,68,True,True,True,False,True,True,True,True,False,7511.3,3.725,False,True,False,True,False,True,False
1848,False,False,False,True,False,62,True,True,False,False,False,False,False,False,False,1416.75,0.7883333333333333,False,False,False,True,True,False,False
1849,True,True,True,True,False,66,True,True,False,False,False,True,True,True,True,6871.9,3.335,False,True,False,False,False,True,False
1850,True,True,True,True,False,53,True,True,True,False,False,True,False,False,True,3229.65,2.0016666666666665,True,False,True,False,False,False,True
1851,True,False,True,False,False,1,True,False,False,False,False,False,False,False,True,69.6,2.32,False,True,False,False,False,False,True
1852,True,True,False,True,False,4,False,False,False,True,False,False,True,True,True,201.0,1.6183333333333332,True,False,False,False,False,False,True
1853,False,True,False,False,False,64,True,True,True,True,False,False,False,False,True,5289.05,2.81,False,True,True,False,False,True,False
1854,False,False,False,True,False,3,True,False,False,False,False,False,False,False,True,130.15,1.5366666666666666,True,False,False,False,False,False,False
1855,False,True,True,False,False,71,False,False,True,True,False,False,True,True,True,3985.35,1.8816666666666668,True,False,True,False,False,False,True
1856,False,True,False,False,False,2,True,False,False,False,False,False,False,False,True,38.8,0.6549999999999999,False,False,False,False,False,False,False
1857,True,True,False,False,True,27,True,True,False,False,False,True,False,False,True,2180.55,2.65,False,True,False,False,False,False,True
1858,True,True,True,False,False,9,True,True,False,False,False,False,False,True,True,746.5,2.835,False,True,False,False,False,False,True
1859,False,False,False,True,True,36,True,False,False,False,False,False,False,False,False,717.95,0.675,False,False,False,True,True,False,False
1860,True,False,False,False,False,8,True,False,True,False,False,True,False,False,False,447.75,1.8083333333333333,True,False,True,False,True,False,False
1861,True,True,False,False,False,7,True,False,False,True,False,False,True,True,True,669.0,3.1416666666666666,False,True,False,False,False,False,True
1862,False,True,False,True,False,65,True,True,True,False,True,True,False,True,False,4929.55,2.5383333333333336,True,False,False,True,True,False,False
1863,False,True,False,True,True,33,True,False,False,False,False,False,False,False,True,600.25,0.6483333333333333,False,False,True,False,True,False,False
1864,False,True,False,False,False,54,True,True,True,True,False,True,True,True,True,5760.65,3.6,False,True,False,True,False,True,False
1865,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,19.9,0.6633333333333333,False,False,False,False,True,False,False
1866,True,False,True,False,False,15,True,True,False,False,False,False,False,False,True,1145.7,2.481666666666667,False,True,False,False,False,False,False
1867,True,True,False,True,False,4,True,True,False,True,False,False,True,True,True,420.2,3.3400000000000003,False,True,False,False,False,False,True
1868,True,False,True,True,False,26,True,False,False,True,False,False,False,True,False,2169.75,2.8316666666666666,False,True,False,False,False,False,True
1869,False,False,False,True,True,10,True,False,False,False,False,False,True,True,True,929.45,2.9616666666666664,False,True,False,False,False,False,True
1870,True,True,False,True,True,67,True,True,True,True,True,False,True,True,True,7482.1,3.71,False,True,True,False,False,False,True
1871,True,True,True,False,False,10,True,True,False,False,False,False,True,True,True,898.35,3.1783333333333332,False,True,False,False,False,False,True
1872,False,True,False,True,True,60,True,False,False,True,False,True,True,True,False,4543.95,2.565,True,False,False,True,True,False,False
1873,False,True,False,False,False,65,True,True,False,False,False,False,False,False,False,1600.95,0.8266666666666667,False,False,True,False,False,True,False
1874,False,True,False,True,True,72,True,False,True,False,True,True,True,True,True,7559.55,3.496666666666667,False,True,False,True,False,True,False
1875,False,False,True,True,False,26,True,True,False,False,True,False,True,True,True,2510.7,3.27,False,True,False,False,True,False,False
1876,True,False,False,True,True,8,True,False,False,False,False,False,False,False,True,145.0,0.6583333333333333,False,False,True,False,False,False,False
1877,False,True,False,False,False,1,True,False,False,False,False,False,False,False,False,20.45,0.6816666666666666,False,False,False,False,False,False,False
1878,False,False,False,True,False,48,True,False,False,False,True,True,True,True,True,4834.0,3.335,False,True,False,False,False,True,False
1879,False,False,False,False,False,41,True,True,True,False,False,False,False,False,True,3190.65,2.71,False,True,False,False,False,True,False
1880,True,True,False,False,False,1,False,False,False,False,False,False,False,False,True,25.15,0.8383333333333333,True,False,False,False,False,False,True
1881,True,False,False,False,False,6,True,False,False,False,False,False,True,True,True,455.3,3.0366666666666666,False,True,False,False,False,False,True
1882,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,44.75,1.4916666666666667,True,False,False,False,False,False,False
1883,True,False,False,True,True,56,True,False,False,False,False,False,False,False,True,1119.9,0.66,False,False,False,True,False,True,False
1884,False,False,False,True,True,37,True,True,False,True,False,False,True,False,True,3340.55,2.96,False,True,False,False,False,False,True
1885,False,False,True,False,False,56,True,True,True,True,True,False,True,True,False,6139.5,3.683333333333333,False,True,True,False,False,False,True
1886,False,False,False,False,False,7,True,False,False,False,False,False,False,False,False,173.15,0.6633333333333333,False,False,True,False,False,False,False
1887,False,False,False,False,False,4,True,True,False,True,False,False,False,False,True,324.2,2.6766666666666667,False,True,False,False,False,False,False
1888,False,False,True,False,False,71,True,True,False,True,False,False,True,True,True,6951.15,3.3216666666666668,False,True,False,False,False,True,False
1889,False,True,True,True,False,58,True,True,False,True,False,False,True,True,True,5780.7,3.296666666666667,False,True,False,False,False,False,True
1890,False,True,False,False,False,53,True,False,False,False,False,False,False,False,False,978.0,0.6549999999999999,False,False,False,True,True,False,False
1891,False,True,True,True,False,31,True,True,True,False,False,False,True,False,False,2807.65,2.981666666666667,False,True,False,False,False,False,True
1892,False,True,False,False,False,1,True,False,False,False,False,False,False,False,False,20.3,0.6766666666666666,False,False,False,False,False,False,False
1893,False,True,False,False,False,6,True,False,True,True,False,False,False,False,True,335.65,1.8566666666666667,True,False,False,False,True,False,False
1894,False,True,False,False,False,49,True,True,False,False,False,True,True,False,True,3199.0,2.205,True,False,False,True,True,False,False
1895,False,False,False,False,False,8,True,False,True,True,False,True,False,False,False,469.25,1.9400000000000002,True,False,True,False,True,False,False
1896,False,False,True,False,False,22,True,False,False,False,False,False,False,False,True,417.0,0.6683333333333333,False,False,True,False,False,False,False
1897,True,True,False,True,False,29,True,True,True,True,False,False,False,False,True,2467.1,2.815,False,True,False,False,False,False,True
1898,False,True,False,True,True,61,False,False,True,False,True,False,False,False,False,2117.2,1.12,True,False,False,False,True,False,False
1899,True,False,True,False,False,30,True,True,True,True,True,False,False,False,False,2758.15,3.0566666666666666,False,True,False,False,False,True,False
1900,True,False,False,True,True,25,True,True,False,False,True,False,False,True,True,2368.4,2.9699999999999998,False,True,False,False,False,False,True
1901,False,True,True,False,False,9,True,False,False,False,False,False,False,True,True,718.55,2.6516666666666664,False,True,False,False,False,False,True
1902,False,True,False,True,True,5,True,False,False,False,False,False,False,False,False,99.45,0.685,False,False,True,False,False,False,True
1903,True,True,False,False,False,9,True,True,False,False,False,False,True,False,True,758.6,2.8449999999999998,False,True,False,False,False,False,True
1904,False,False,False,True,False,65,True,True,False,True,True,True,True,True,True,7118.9,3.6016666666666666,False,True,True,False,False,True,False
1905,False,True,True,False,False,29,True,False,False,True,True,False,True,True,True,2948.6,3.381666666666667,False,True,False,False,True,False,False
1906,False,False,False,False,False,1,True,True,False,False,False,False,False,False,True,25.75,0.8583333333333333,False,False,False,False,False,False,False
1907,False,False,False,False,False,12,True,True,False,False,False,True,False,False,True,958.25,2.6516666666666664,False,True,False,False,False,True,False
1908,False,False,False,True,True,55,True,True,True,False,False,False,True,True,False,5448.6,3.3633333333333337,False,True,True,False,False,False,False
1909,True,True,False,False,False,11,True,False,False,False,False,True,False,False,True,926.25,2.4616666666666664,False,True,False,False,False,False,True
1910,False,True,False,True,False,68,True,True,False,False,False,False,False,False,False,1629.2,0.8350000000000001,False,False,False,True,False,True,False
1911,False,True,False,False,False,34,True,True,False,True,False,True,True,True,True,3540.65,3.5116666666666663,False,True,False,False,False,False,True
1912,False,True,False,False,False,1,True,False,False,False,False,False,False,False,False,20.75,0.6916666666666667,False,False,False,False,False,True,False
1913,False,True,False,True,True,36,True,False,True,True,False,False,False,False,False,1939.35,1.7883333333333333,True,False,True,False,False,False,False
1914,False,False,False,True,False,15,True,True,False,False,False,False,False,False,False,387.9,0.84,False,False,False,True,False,False,False
1915,False,True,False,False,False,10,True,False,True,False,False,False,False,False,True,524.5,1.7216666666666667,True,False,False,False,False,False,False
1916,False,False,False,False,False,3,True,False,True,True,False,True,False,True,False,213.35,2.3699999999999997,True,False,False,True,False,False,False
1917,False,False,False,False,False,1,True,True,False,False,False,False,False,False,True,25.7,0.8566666666666667,False,False,False,False,False,False,True
1918,False,True,False,True,False,43,True,False,True,True,True,False,False,False,True,3551.65,2.8699999999999997,False,True,False,False,False,True,False
1919,False,False,False,False,True,8,True,False,False,False,False,False,False,False,False,163.6,0.6683333333333333,False,False,False,False,False,False,False
1920,True,False,True,True,True,4,True,False,False,False,False,False,False,False,False,181.6,1.5333333333333334,True,False,False,False,False,False,True
1921,False,True,False,True,True,71,True,False,False,False,False,False,False,False,True,1387.45,0.6533333333333334,False,False,False,True,True,False,False
1922,True,True,False,False,False,17,True,False,True,False,False,False,True,True,False,1625.65,3.128333333333333,False,True,False,False,False,False,True
1923,False,False,False,True,True,6,True,True,False,False,False,False,False,False,True,273.25,1.6316666666666668,True,False,False,False,False,True,False
1924,True,True,True,False,False,2,True,True,False,False,False,False,True,True,True,181.7,3.1333333333333333,False,True,False,False,False,False,True
1925,True,False,True,True,False,1,True,False,True,False,False,False,False,False,True,49.55,1.6516666666666666,True,False,False,False,False,False,True
1926,True,True,False,False,False,64,True,True,False,True,False,True,True,True,True,6903.1,3.521666666666667,False,True,True,False,False,True,False
1927,False,True,False,False,True,39,False,False,False,False,True,True,True,True,False,2191.7,1.8283333333333334,True,False,True,False,True,False,False
1928,False,True,False,True,True,46,True,False,True,False,True,True,False,False,False,2560.1,1.8966666666666667,True,False,True,False,False,False,False
1929,True,True,False,True,False,1,True,False,False,False,False,False,True,True,True,90.75,3.025,False,True,False,False,False,False,True
1930,False,False,False,True,True,72,True,True,True,False,True,True,True,True,True,5986.55,2.8066666666666666,True,False,False,True,True,False,False
1931,False,False,False,True,True,33,True,False,False,False,False,False,False,False,False,641.35,0.66,False,False,False,True,False,True,False
1932,False,False,False,False,False,32,True,True,True,False,True,True,True,True,True,3608.0,3.6516666666666664,False,True,True,False,True,False,False
1933,False,False,False,False,False,5,True,False,False,False,False,False,False,False,True,104.3,0.6833333333333333,False,False,False,False,False,False,False
1934,True,False,False,False,False,2,False,False,False,False,False,False,True,True,True,85.5,1.5083333333333333,True,False,False,False,False,False,True
1935,True,False,False,False,False,2,True,False,False,False,False,False,False,True,False,184.1,2.685,False,True,False,False,False,False,True
1936,False,False,True,False,False,17,True,True,False,False,True,False,False,False,True,1470.05,2.7550000000000003,False,True,False,False,False,True,False
1937,False,True,False,False,True,5,True,False,False,False,False,False,False,False,False,122.0,0.6783333333333333,False,False,False,False,False,True,False
1938,False,True,False,False,False,10,True,True,False,False,False,False,False,False,True,226.55,0.8,False,False,False,False,False,False,True
1939,False,True,False,False,False,1,True,True,False,False,False,False,False,False,True,50.15,1.6716666666666666,True,False,False,False,False,False,True
1940,False,False,False,False,False,41,True,True,False,True,False,False,False,False,True,2364.0,1.8766666666666665,True,False,True,False,False,True,False
1941,True,False,False,False,False,63,True,True,False,True,False,False,True,True,False,6137.0,3.33,False,True,True,False,True,False,False
1942,False,True,False,True,True,22,True,False,False,False,False,False,False,False,False,419.9,0.6716666666666666,False,False,True,False,False,False,False
1943,False,False,False,False,False,47,True,False,True,False,True,True,True,True,True,4730.6,3.4566666666666666,False,True,True,False,False,False,True
